Node Number,X Location (m),Y Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
1071613,3.12E-02,0,-1.0703,1.69E-12,3.36E-13,3.35E-11
619007,2.97E-02,0,-1.0746,1.71E-12,3.29E-13,3.42E-11
1091309,2.44E-02,0,-1.0658,1.36E-12,1.99E-13,3.32E-11
619431,3.47E-02,0,-1.0583,1.72E-12,3.27E-13,3.21E-11
619004,4.00E-02,0,-1.0671,2.06E-12,4.57E-13,3.31E-11
1107065,3.18E-02,0,-1.1188,2.08E-12,2.56E-13,3.98E-11
1096025,1.67E-02,0,-1.0695,9.40E-13,1.31E-13,3.36E-11
1091308,2.01E-02,0,-1.0678,1.16E-12,1.58E-13,3.35E-11
1096030,1.67E-02,0,-1.0874,1.04E-12,1.32E-13,3.59E-11
1093052,1.95E-02,0,-1.0907,1.23E-12,1.57E-13,3.61E-11
1120951,2.08E-02,0,-1.1445,1.49E-12,2.62E-13,4.36E-11
436746,1.25E-02,0,-1.141,8.90E-13,2.69E-13,4.31E-11
1120987,4.19E-03,0,-1.138,3.92E-13,2.46E-13,4.26E-11
1089782,2.62E-02,0,-1.0534,1.35E-12,1.70E-13,3.17E-11
1096794,1.76E-02,0,-1.0611,9.57E-13,1.09E-13,3.26E-11
1091310,2.17E-02,0,-1.0636,1.15E-12,1.65E-13,3.28E-11
1089783,2.18E-02,0,-1.059,1.16E-12,1.50E-13,3.22E-11
1096753,1.76E-02,0,-1.0422,9.44E-13,9.63E-14,3.05E-11
1105296,2.23E-02,0,-1.0418,1.16E-12,1.13E-13,3.05E-11
1089829,1.15E-02,0,-1.2139,1.10E-12,2.19E-13,5.45E-11
1089833,5.77E-03,0,-1.2115,7.12E-13,2.37E-13,5.40E-11
1089828,5.77E-03,0,-1.2164,7.11E-13,2.49E-13,5.49E-11
1089838,1.73E-02,0,-1.2065,1.48E-12,1.80E-13,5.32E-11
1089841,2.31E-02,0,-1.2088,1.93E-12,1.95E-13,5.36E-11
1089831,1.73E-02,0,-1.2113,1.55E-12,2.21E-13,5.40E-11
1089837,1.15E-02,0,-1.2042,1.01E-12,1.77E-13,5.29E-11
1089842,5.77E-03,0,-1.2018,6.27E-13,2.04E-13,5.25E-11
1089834,5.77E-03,0,-1.2067,7.10E-13,2.33E-13,5.32E-11
1090504,0,0,-1.2189,3.21E-13,2.70E-13,5.53E-11
1098694,5.77E-03,0,-1.2213,7.05E-13,2.52E-13,5.58E-11
436762,1.73E-02,0,-1.2162,1.55E-12,2.33E-13,5.49E-11
436755,0,0,-1.2092,3.25E-13,2.63E-13,5.36E-11
436756,1.73E-02,0,-1.2016,1.39E-12,1.51E-13,5.25E-11
1099093,2.81E-02,0,-1.2053,2.34E-12,1.74E-13,5.30E-11
1098690,2.81E-02,0,-1.2101,2.42E-12,2.15E-13,5.38E-11
1099103,5.77E-03,0,-1.197,5.82E-13,1.75E-13,5.18E-11
1090539,0,0,-1.1995,2.79E-13,2.31E-13,5.21E-11
1089850,3.91E-03,0,-1.1573,3.75E-13,2.35E-13,4.55E-11
1089863,4.08E-03,0,-1.1525,4.02E-13,2.81E-13,4.47E-11
1089854,7.99E-03,0,-1.154,5.76E-13,2.33E-13,4.50E-11
1089870,1.24E-02,0,-1.1458,8.95E-13,2.79E-13,4.38E-11
1089857,1.21E-02,0,-1.1507,8.83E-13,2.33E-13,4.45E-11
1089884,1.64E-02,0,-1.1474,1.18E-12,2.32E-13,4.41E-11
1089865,4.08E-03,0,-1.1477,3.98E-13,2.72E-13,4.40E-11
1089893,4.19E-03,0,-1.1428,3.94E-13,2.62E-13,4.33E-11
1089869,8.27E-03,0,-1.1444,5.98E-13,2.69E-13,4.36E-11
1089849,0,0,-1.1607,1.72E-13,2.43E-13,4.59E-11
1090491,3.91E-03,0,-1.1622,3.46E-13,1.95E-13,4.62E-11
436751,1.20E-02,0,-1.1555,8.56E-13,1.87E-13,4.53E-11
436744,0,0,-1.151,1.98E-13,2.74E-13,4.44E-11
1090464,2.06E-02,0,-1.1494,1.48E-12,2.16E-13,4.43E-11
1089895,0,0,-1.1413,1.92E-13,2.48E-13,4.30E-11
1090101,4.28E-03,0,-1.1283,3.88E-13,2.08E-13,4.11E-11
1090109,4.33E-03,0,-1.1235,3.87E-13,1.89E-13,4.05E-11
1090103,8.61E-03,0,-1.1251,5.83E-13,2.01E-13,4.08E-11
1090116,1.30E-02,0,-1.1171,8.54E-13,1.75E-13,3.96E-11
1090105,1.30E-02,0,-1.1219,8.63E-13,2.00E-13,4.03E-11
1090121,1.73E-02,0,-1.1187,1.14E-12,1.92E-13,3.98E-11
1090111,4.33E-03,0,-1.1187,3.87E-13,1.76E-13,3.98E-11
1090123,4.34E-03,0,-1.1138,3.75E-13,1.65E-13,3.91E-11
1090115,8.66E-03,0,-1.1154,5.70E-13,1.72E-13,3.94E-11
1090100,0,0,-1.1316,1.91E-13,2.14E-13,4.15E-11
1121538,4.28E-03,0,-1.1332,3.87E-13,2.26E-13,4.18E-11
436745,1.30E-02,0,-1.1268,8.65E-13,2.18E-13,4.10E-11
436738,0,0,-1.1219,1.92E-13,1.82E-13,4.02E-11
436739,1.30E-02,0,-1.1122,8.43E-13,1.64E-13,3.90E-11
1099339,2.17E-02,0,-1.1155,1.41E-12,2.01E-13,3.95E-11
1121530,2.17E-02,0,-1.1204,1.42E-12,2.26E-13,4.02E-11
1099374,4.34E-03,0,-1.109,3.62E-13,1.57E-13,3.85E-11
1090125,0,0,-1.1122,1.79E-13,1.60E-13,3.89E-11
1090131,4.47E-03,0,-1.1867,4.78E-13,2.52E-13,5.01E-11
1090139,3.89E-03,0,-1.1816,4.28E-13,2.71E-13,4.93E-11
1090133,8.36E-03,0,-1.1834,6.76E-13,2.47E-13,4.96E-11
1090146,1.15E-02,0,-1.1747,8.68E-13,2.56E-13,4.82E-11
1090135,1.17E-02,0,-1.1797,9.52E-13,2.44E-13,4.90E-11
1090157,1.54E-02,0,-1.1762,1.20E-12,2.35E-13,4.84E-11
1090141,3.89E-03,0,-1.1767,4.10E-13,2.76E-13,4.85E-11
1090162,3.52E-03,0,-1.1717,3.37E-13,2.88E-13,4.76E-11
1090145,7.41E-03,0,-1.1732,5.53E-13,2.77E-13,4.80E-11
1090130,0,0,-1.1898,2.32E-13,2.39E-13,5.06E-11
1099105,4.47E-03,0,-1.1916,4.80E-13,2.14E-13,5.09E-11
436757,1.23E-02,0,-1.1849,1.00E-12,2.25E-13,4.99E-11
436750,0,0,-1.1801,2.12E-13,2.82E-13,4.89E-11
436752,1.12E-02,0,-1.1697,7.96E-13,2.68E-13,4.74E-11
1090488,1.94E-02,0,-1.1724,1.43E-12,2.40E-13,4.78E-11
1099097,1.96E-02,0,-1.1775,1.51E-12,2.29E-13,4.86E-11
1090493,3.52E-03,0,-1.1669,3.11E-13,2.46E-13,4.69E-11
1090164,0,0,-1.1704,1.69E-13,2.45E-13,4.74E-11
1090348,1.36E-02,0,-1.2733,1.37E-12,2.57E-13,6.51E-11
1090351,1.94E-02,0,-1.2771,1.90E-12,2.78E-13,6.57E-11
1090347,8.75E-03,0,-1.2684,8.99E-13,2.49E-13,6.42E-11
1090352,4.86E-03,0,-1.2626,5.53E-13,2.64E-13,6.33E-11
1090345,8.75E-03,0,-1.2781,1.01E-12,2.82E-13,6.59E-11
1090350,3.89E-03,0,-1.2733,5.71E-13,2.67E-13,6.52E-11
429218,1.46E-02,0,-1.2674,1.39E-12,2.40E-13,6.40E-11
1091291,2.43E-02,0,-1.282,2.37E-12,3.11E-13,6.63E-11
1091586,2.43E-02,0,-1.2771,2.34E-12,2.81E-13,6.55E-11
1091546,4.86E-03,0,-1.2577,6.09E-13,2.55E-13,6.24E-11
1091625,0,0,-1.2577,2.41E-13,2.88E-13,6.25E-11
1090468,1.95E-02,0,-1.1582,1.39E-12,1.83E-13,4.56E-11
1090471,1.57E-02,0,-1.1569,1.13E-12,2.02E-13,4.54E-11
1090465,1.99E-02,0,-1.1536,1.42E-12,1.67E-13,4.49E-11
1090469,1.89E-02,0,-1.1629,1.41E-12,2.68E-13,4.62E-11
1090487,1.88E-02,0,-1.1677,1.41E-12,2.82E-13,4.70E-11
1090482,1.53E-02,0,-1.1664,1.11E-12,2.32E-13,4.68E-11
1090483,1.12E-02,0,-1.1649,7.92E-13,2.54E-13,4.66E-11
1090490,7.43E-03,0,-1.1635,5.14E-13,2.38E-13,4.64E-11
1090473,1.16E-02,0,-1.1602,8.26E-13,2.03E-13,4.59E-11
1090888,2.73E-02,0,-1.1644,2.06E-12,3.55E-13,4.64E-11
1090889,2.30E-02,0,-1.169,1.73E-12,2.76E-13,4.72E-11
1100439,2.79E-02,0,-1.1691,2.08E-12,3.14E-13,4.72E-11
1090893,2.44E-02,0,-1.1507,1.73E-12,1.97E-13,4.44E-11
1107117,2.92E-02,0,-1.1493,2.06E-12,2.16E-13,4.41E-11
1090891,2.85E-02,0,-1.1535,2.00E-12,1.67E-13,4.48E-11
1100273,0,0,-0.81137,7.28E-14,7.59E-14,1.33E-11
436668,0,0,-0.80167,7.26E-14,7.14E-14,1.28E-11
1100280,0,0,-0.79196,6.67E-14,6.74E-14,1.24E-11
1102406,3.45E-02,0,-1.2,2.81E-12,2.14E-13,5.22E-11
1090978,4.10E-02,0,-1.1958,3.22E-12,1.72E-13,5.16E-11
1115028,3.97E-02,0,-1.2025,3.23E-12,1.51E-13,5.27E-11
1091931,2.84E-02,0,-1.2466,2.69E-12,2.27E-13,6.06E-11
1091936,2.90E-02,0,-1.2727,2.83E-12,3.08E-13,6.49E-11
1091087,2.79E-03,0,-1.0953,2.37E-13,1.30E-13,3.68E-11
1091091,6.09E-03,0,-1.0974,3.74E-13,1.15E-13,3.71E-11
1091096,3.30E-03,0,-1.0998,2.60E-13,1.23E-13,3.74E-11
1091094,8.35E-03,0,-1.0904,5.06E-13,1.13E-13,3.61E-11
1091090,8.36E-03,0,-1.0954,5.34E-13,1.36E-13,3.68E-11
1091098,1.11E-02,0,-1.0928,6.89E-13,1.27E-13,3.65E-11
1091088,2.79E-03,0,-1.0904,2.33E-13,1.27E-13,3.62E-11
1091101,2.79E-03,0,-1.0856,2.25E-13,1.26E-13,3.56E-11
1091093,5.57E-03,0,-1.088,3.44E-13,1.20E-13,3.59E-11
436733,0,0,-1.0928,1.18E-13,1.36E-13,3.65E-11
436740,8.87E-03,0,-1.0999,5.57E-13,1.29E-13,3.74E-11
436734,8.35E-03,0,-1.0855,4.99E-13,1.11E-13,3.55E-11
1091097,0,0,-1.1025,1.44E-13,1.46E-13,3.77E-11
1098858,3.30E-03,0,-1.1047,2.82E-13,1.30E-13,3.80E-11
1098837,1.39E-02,0,-1.0955,8.91E-13,1.42E-13,3.68E-11
1091360,1.39E-02,0,-1.0905,8.63E-13,1.20E-13,3.62E-11
1091365,2.79E-03,0,-1.0807,2.25E-13,1.21E-13,3.50E-11
1091100,0,0,-1.0831,1.13E-13,1.29E-13,3.53E-11
619310,3.88E-02,0,-1.1779,2.89E-12,5.00E-13,4.87E-11
1100437,2.74E-02,0,-1.1747,2.03E-12,3.25E-13,4.82E-11
1099597,3.40E-02,0,-1.282,3.20E-12,3.43E-13,6.64E-11
436768,1.47E-02,0,-1.2487,1.41E-12,2.07E-13,6.07E-11
1099741,2.47E-02,0,-1.2443,2.34E-12,2.56E-13,6.00E-11
1099703,4.97E-03,0,-1.2517,6.46E-13,2.48E-13,6.13E-11
1091301,2.43E-02,0,-1.0164,1.23E-12,1.57E-13,2.80E-11
1091959,1.90E-02,0,-1.0332,9.86E-13,1.01E-13,2.96E-11
1105298,2.20E-02,0,-1.0362,1.11E-12,1.46E-13,2.98E-11
1091300,2.27E-02,0,-1.0312,1.12E-12,1.55E-13,2.93E-11
1091963,2.20E-02,0,-1.0132,1.08E-12,1.09E-13,2.76E-11
1107049,2.51E-02,0,-1.0114,1.26E-12,1.53E-13,2.75E-11
1091697,1.44E-02,0,-1.0674,7.86E-13,1.14E-13,3.34E-11
1091338,1.35E-02,0,-1.0758,7.90E-13,1.24E-13,3.44E-11
1091341,1.12E-02,0,-1.0737,6.36E-13,1.06E-13,3.41E-11
1091334,1.37E-02,0,-1.0713,7.79E-13,1.21E-13,3.39E-11
1091352,1.11E-02,0,-1.083,6.54E-13,1.07E-13,3.52E-11
1091359,1.39E-02,0,-1.0848,8.35E-13,1.17E-13,3.55E-11
1091339,1.39E-02,0,-1.08,8.28E-13,1.19E-13,3.49E-11
1091353,8.32E-03,0,-1.0807,4.92E-13,1.14E-13,3.50E-11
1091362,5.61E-03,0,-1.0784,3.34E-13,1.15E-13,3.47E-11
1091344,8.35E-03,0,-1.0759,4.88E-13,1.10E-13,3.44E-11
1091560,1.44E-02,0,-1.2603,1.39E-12,2.38E-13,6.28E-11
1091549,9.83E-03,0,-1.2566,9.59E-13,2.24E-13,6.21E-11
1091554,1.45E-02,0,-1.2543,1.43E-12,2.30E-13,6.17E-11
1091573,2.31E-02,0,-1.2547,2.19E-12,1.91E-13,6.20E-11
1091556,1.93E-02,0,-1.2524,1.85E-12,2.20E-13,6.14E-11
1091580,2.33E-02,0,-1.2492,2.18E-12,1.68E-13,6.09E-11
1091585,2.42E-02,0,-1.2678,2.36E-12,2.75E-13,6.43E-11
1091563,1.93E-02,0,-1.2651,1.86E-12,2.46E-13,6.37E-11
1091574,2.40E-02,0,-1.2606,2.35E-12,2.72E-13,6.31E-11
428814,0,0,-1.2674,2.25E-13,2.82E-13,6.43E-11
1091634,0,0,-1.2771,3.18E-13,2.59E-13,6.59E-11
1091703,8.52E-03,0,-1.0667,4.75E-13,1.08E-13,3.33E-11
1091708,8.73E-03,0,-1.0622,4.88E-13,1.14E-13,3.28E-11
1091699,1.15E-02,0,-1.0648,6.38E-13,1.09E-13,3.30E-11
1091720,2.87E-03,0,-1.0664,2.17E-13,1.15E-13,3.33E-11
1091727,2.82E-03,0,-1.0711,2.20E-13,1.15E-13,3.38E-11
1091705,5.70E-03,0,-1.0689,3.28E-13,1.12E-13,3.36E-11
1091721,2.87E-03,0,-1.0615,2.17E-13,1.11E-13,3.27E-11
1091733,2.91E-03,0,-1.0567,2.21E-13,1.08E-13,3.22E-11
1091710,5.78E-03,0,-1.0594,3.28E-13,1.09E-13,3.25E-11
1096795,1.46E-02,0,-1.063,7.99E-13,1.20E-13,3.28E-11
436735,8.47E-03,0,-1.0714,4.78E-13,1.08E-13,3.38E-11
436728,8.77E-03,0,-1.0575,4.92E-13,1.11E-13,3.22E-11
436727,0,0,-1.0637,1.10E-13,1.14E-13,3.30E-11
1091730,0,0,-1.0734,1.11E-13,1.21E-13,3.41E-11
1091729,2.82E-03,0,-1.0759,2.21E-13,1.18E-13,3.44E-11
1091735,0,0,-1.054,1.12E-13,1.07E-13,3.19E-11
1096803,2.91E-03,0,-1.0519,2.23E-13,1.05E-13,3.16E-11
1091751,3.12E-03,0,-1.0375,2.28E-13,1.04E-13,3.01E-11
1091755,6.10E-03,0,-1.0404,3.36E-13,1.02E-13,3.04E-11
1091760,2.98E-03,0,-1.0423,2.25E-13,1.03E-13,3.06E-11
1091758,9.49E-03,0,-1.0338,5.05E-13,1.08E-13,2.97E-11
1091754,9.12E-03,0,-1.0385,4.99E-13,9.92E-14,3.02E-11
1091762,1.24E-02,0,-1.0367,6.65E-13,1.03E-13,3.00E-11
1091752,3.12E-03,0,-1.0327,2.30E-13,1.07E-13,2.96E-11
1091765,3.35E-03,0,-1.0278,2.42E-13,1.16E-13,2.91E-11
1091757,6.47E-03,0,-1.0308,3.51E-13,1.13E-13,2.94E-11
436720,0,0,-1.0346,1.19E-13,1.08E-13,2.99E-11
436729,8.99E-03,0,-1.0433,4.96E-13,9.77E-14,3.07E-11
436722,9.73E-03,0,-1.029,5.17E-13,1.17E-13,2.92E-11
1091761,0,0,-1.0443,1.16E-13,1.04E-13,3.09E-11
1096800,2.98E-03,0,-1.0472,2.24E-13,1.02E-13,3.11E-11
1096754,1.51E-02,0,-1.0398,8.15E-13,9.30E-14,3.03E-11
1092437,1.55E-02,0,-1.0351,8.21E-13,1.02E-13,2.98E-11
1092441,3.35E-03,0,-1.023,2.53E-13,1.42E-13,2.86E-11
1091764,0,0,-1.0249,1.32E-13,1.37E-13,2.88E-11
1107833,3.37E-02,0,-1.2444,3.14E-12,2.19E-13,6.03E-11
1099594,3.50E-02,0,-1.2754,3.26E-12,2.80E-13,6.51E-11
1091935,3.49E-02,0,-1.2661,3.28E-12,2.74E-13,6.39E-11
1091954,1.67E-02,0,-1.0252,8.61E-13,1.18E-13,2.88E-11
1091960,1.62E-02,0,-1.0301,8.35E-13,1.11E-13,2.93E-11
1091948,1.32E-02,0,-1.0271,6.97E-13,1.19E-13,2.90E-11
1091953,1.75E-02,0,-1.0202,8.86E-13,1.19E-13,2.83E-11
1091957,1.44E-02,0,-1.0171,7.49E-13,1.24E-13,2.80E-11
1091962,1.82E-02,0,-1.0151,9.13E-13,1.17E-13,2.78E-11
1091949,1.02E-02,0,-1.024,5.42E-13,1.24E-13,2.87E-11
1091956,1.06E-02,0,-1.0191,5.74E-13,1.27E-13,2.82E-11
1091964,7.15E-03,0,-1.021,3.94E-13,1.25E-13,2.84E-11
619446,2.05E-02,0,-1.0232,1.02E-12,1.11E-13,2.86E-11
436721,1.14E-02,0,-1.0141,6.01E-13,1.25E-13,2.76E-11
1094378,1.90E-02,0,-1.0101,9.48E-13,1.14E-13,2.72E-11
1094382,3.80E-03,0,-1.018,2.84E-13,1.45E-13,2.80E-11
1092016,2.54E-02,0,-1.0928,1.59E-12,2.34E-13,3.63E-11
1092031,2.26E-02,0,-1.0952,1.43E-12,2.12E-13,3.68E-11
618549,4.06E-02,0,-1.1057,2.58E-12,3.63E-13,3.78E-11
619441,3.84E-02,0,-1.0998,2.44E-12,4.02E-13,3.71E-11
1094035,1.83E-02,0,-1.0971,1.15E-12,1.52E-13,3.70E-11
1094058,2.45E-02,0,-1.1123,1.61E-12,1.81E-13,3.91E-11
1094705,2.94E-02,0,-1.1131,1.88E-12,2.23E-13,3.91E-11
1109446,3.67E-02,0,-0.91344,1.26E-12,9.93E-14,1.92E-11
1092388,4.45E-02,0,-0.85079,1.14E-12,1.14E-13,1.52E-11
619053,5.35E-02,0,-0.85677,1.42E-12,1.92E-13,1.55E-11
1097088,3.12E-02,0,-0.85922,8.60E-13,7.44E-14,1.57E-11
1112046,3.76E-02,0,-0.86224,1.02E-12,9.54E-14,1.59E-11
1092389,3.80E-02,0,-0.85725,1.02E-12,1.01E-13,1.56E-11
1097057,3.13E-02,0,-0.83597,8.22E-13,6.13E-14,1.45E-11
1100783,3.86E-02,0,-0.83577,9.77E-13,8.03E-14,1.44E-11
1102297,2.82E-02,0,-0.97543,1.18E-12,1.74E-13,2.41E-11
1092723,3.85E-03,0,-0.97914,2.23E-13,1.45E-13,2.45E-11
1092727,7.62E-03,0,-0.98197,3.31E-13,1.28E-13,2.48E-11
1092732,3.77E-03,0,-0.98402,2.20E-13,1.30E-13,2.50E-11
1092730,1.16E-02,0,-0.97507,5.00E-13,1.42E-13,2.41E-11
1092726,1.13E-02,0,-0.97994,4.88E-13,1.32E-13,2.46E-11
1092734,1.52E-02,0,-0.97791,6.54E-13,1.30E-13,2.44E-11
1092724,3.85E-03,0,-0.97429,2.23E-13,1.43E-13,2.41E-11
1092737,4.08E-03,0,-0.96934,2.25E-13,1.40E-13,2.37E-11
1092729,7.93E-03,0,-0.97214,3.36E-13,1.40E-13,2.39E-11
436708,0,0,-0.97633,1.11E-13,1.45E-13,2.43E-11
436715,1.13E-02,0,-0.98481,4.86E-13,1.17E-13,2.50E-11
436710,1.18E-02,0,-0.97012,5.02E-13,1.38E-13,2.37E-11
1092733,0,0,-0.98604,1.04E-13,1.34E-13,2.52E-11
1100352,3.77E-03,0,-0.98887,2.12E-13,1.17E-13,2.54E-11
1100317,1.89E-02,0,-0.98092,8.05E-13,1.21E-13,2.46E-11
1094945,1.91E-02,0,-0.97605,8.17E-13,1.31E-13,2.42E-11
1094952,4.08E-03,0,-0.96448,2.11E-13,1.28E-13,2.32E-11
1092736,0,0,-0.96663,9.75E-14,1.32E-13,2.34E-11
1109449,3.50E-02,0,-0.91963,1.20E-12,1.37E-13,1.97E-11
1093440,7.59E-03,0,-1.0112,4.13E-13,1.14E-13,2.74E-11
1093444,3.79E-03,0,-1.0083,2.60E-13,1.23E-13,2.71E-11
1093439,3.80E-03,0,-1.0132,2.72E-13,1.36E-13,2.76E-11
1093449,1.13E-02,0,-1.0042,5.68E-13,9.95E-14,2.67E-11
1093452,1.51E-02,0,-1.0071,7.57E-13,1.10E-13,2.70E-11
1093442,1.14E-02,0,-1.0092,5.89E-13,1.11E-13,2.72E-11
1093448,7.59E-03,0,-1.0015,3.85E-13,9.94E-14,2.65E-11
1093453,3.80E-03,0,-0.99862,2.39E-13,1.19E-13,2.62E-11
1093445,3.79E-03,0,-1.0034,2.55E-13,1.20E-13,2.67E-11
1093695,0,0,-1.0151,1.31E-13,1.54E-13,2.78E-11
436714,0,0,-1.0054,1.14E-13,1.42E-13,2.69E-11
436716,1.14E-02,0,-0.99937,5.53E-13,9.84E-14,2.63E-11
1100348,1.89E-02,0,-1.0051,9.28E-13,1.02E-13,2.68E-11
1100355,3.80E-03,0,-0.99377,2.33E-13,1.10E-13,2.58E-11
1093701,0,0,-0.99574,1.02E-13,1.30E-13,2.60E-11
1093560,2.25E-02,0,-0.93457,8.39E-13,1.11E-13,2.08E-11
1093559,2.22E-02,0,-0.93972,8.62E-13,1.10E-13,2.12E-11
1093564,1.88E-02,0,-0.93713,7.31E-13,1.14E-13,2.10E-11
1093572,2.49E-02,0,-0.92424,8.94E-13,1.01E-13,2.00E-11
1093562,2.39E-02,0,-0.92982,8.63E-13,1.06E-13,2.04E-11
1093569,2.02E-02,0,-0.9264,7.40E-13,1.10E-13,2.02E-11
1093568,1.49E-02,0,-0.92936,5.64E-13,1.15E-13,2.04E-11
1093565,1.43E-02,0,-0.9346,5.57E-13,1.15E-13,2.09E-11
1093573,1.01E-02,0,-0.93198,4.13E-13,1.16E-13,2.06E-11
1094553,2.31E-02,0,-0.94468,9.06E-13,9.83E-14,2.16E-11
1094188,2.68E-02,0,-0.94213,1.01E-12,9.58E-14,2.13E-11
619164,2.73E-02,0,-0.93241,9.93E-13,1.03E-13,2.06E-11
436702,1.40E-02,0,-0.93975,5.80E-13,1.14E-13,2.13E-11
436703,1.59E-02,0,-0.92378,5.95E-13,1.10E-13,1.99E-11
1095330,2.66E-02,0,-0.91786,9.36E-13,1.12E-13,1.95E-11
1094184,3.02E-02,0,-0.92127,1.06E-12,1.09E-13,1.98E-11
1095336,5.31E-03,0,-0.9297,2.64E-13,1.26E-13,2.05E-11
1094588,4.80E-03,0,-0.93495,2.57E-13,1.27E-13,2.09E-11
1094041,1.71E-02,0,-1.1033,1.08E-12,1.40E-13,3.78E-11
1094045,1.28E-02,0,-1.1017,8.29E-13,1.30E-13,3.76E-11
1094037,1.55E-02,0,-1.0995,9.72E-13,1.60E-13,3.73E-11
1094043,1.87E-02,0,-1.1065,1.23E-12,1.18E-13,3.82E-11
1094056,2.01E-02,0,-1.1107,1.32E-12,1.47E-13,3.88E-11
1094053,1.59E-02,0,-1.1097,1.03E-12,1.38E-13,3.86E-11
1094054,1.15E-02,0,-1.108,7.50E-13,1.35E-13,3.84E-11
1094059,7.64E-03,0,-1.1063,4.78E-13,1.34E-13,3.82E-11
1094047,1.05E-02,0,-1.1038,6.70E-13,1.08E-13,3.79E-11
1094166,2.82E-02,0,-0.97055,1.16E-12,1.70E-13,2.37E-11
1094168,3.09E-02,0,-0.95506,1.17E-12,1.24E-13,2.24E-11
1094165,3.47E-02,0,-0.96209,1.37E-12,1.89E-13,2.30E-11
1094487,2.27E-02,0,-0.97418,9.49E-13,1.19E-13,2.40E-11
1094463,2.69E-02,0,-0.95242,1.03E-12,8.98E-14,2.21E-11
1105061,3.17E-02,0,-0.94974,1.20E-12,1.18E-13,2.20E-11
1094182,3.34E-02,0,-0.92601,1.15E-12,1.26E-13,2.02E-11
1094187,3.05E-02,0,-0.93687,1.11E-12,1.30E-13,2.09E-11
1094179,3.66E-02,0,-0.93047,1.27E-12,1.54E-13,2.05E-11
1104736,3.14E-02,0,-0.94183,1.15E-12,1.18E-13,2.13E-11
1094469,2.14E-02,0,-0.96022,8.36E-13,1.02E-13,2.28E-11
1094465,2.23E-02,0,-0.95487,8.53E-13,8.83E-14,2.24E-11
1094474,1.76E-02,0,-0.95734,6.94E-13,9.48E-14,2.26E-11
1094471,1.97E-02,0,-0.966,8.03E-13,1.12E-13,2.33E-11
1094485,1.91E-02,0,-0.97117,7.97E-13,1.28E-13,2.37E-11
1094482,1.61E-02,0,-0.96787,6.71E-13,1.25E-13,2.35E-11
1094483,1.24E-02,0,-0.96495,5.08E-13,1.23E-13,2.32E-11
1094476,1.30E-02,0,-0.95979,5.20E-13,9.61E-14,2.28E-11
1094488,8.70E-03,0,-0.96203,3.51E-13,1.10E-13,2.30E-11
1094552,2.31E-02,0,-0.94954,8.85E-13,8.24E-14,2.19E-11
619165,2.44E-02,0,-0.96352,9.63E-13,1.05E-13,2.31E-11
436709,1.38E-02,0,-0.95443,5.37E-13,8.22E-14,2.23E-11
1094585,4.61E-03,0,-0.95933,2.23E-13,1.02E-13,2.28E-11
1094562,1.39E-02,0,-0.94956,5.55E-13,9.09E-14,2.20E-11
1094556,1.85E-02,0,-0.94713,7.33E-13,9.69E-14,2.18E-11
1094568,1.39E-02,0,-0.94471,5.77E-13,1.07E-13,2.17E-11
1094564,9.26E-03,0,-0.95201,3.81E-13,9.22E-14,2.22E-11
1094583,4.61E-03,0,-0.95448,2.39E-13,1.14E-13,2.24E-11
1094579,4.65E-03,0,-0.94961,2.57E-13,1.23E-13,2.21E-11
1094580,4.65E-03,0,-0.94475,2.56E-13,1.20E-13,2.17E-11
1094571,9.45E-03,0,-0.94218,4.03E-13,1.08E-13,2.15E-11
1094587,4.80E-03,0,-0.9398,2.60E-13,1.28E-13,2.13E-11
436701,0,0,-0.94722,1.14E-13,1.42E-13,2.19E-11
1094860,0,0,-0.95693,9.91E-14,1.33E-13,2.27E-11
1094907,0,0,-0.93752,1.11E-13,1.39E-13,2.12E-11
1099705,0,0,-1.248,3.03E-13,2.83E-13,6.07E-11
436761,0,0,-1.2383,3.11E-13,2.84E-13,5.89E-11
1099751,0,0,-1.2286,3.14E-13,2.77E-13,5.71E-11
1094704,3.52E-02,0,-1.1148,2.26E-12,2.43E-13,3.91E-11
1094847,1.05E-02,0,-0.92191,3.88E-13,9.05E-14,1.99E-11
1094843,5.21E-03,0,-0.92002,2.50E-13,1.17E-13,1.97E-11
1094850,5.31E-03,0,-0.92485,2.82E-13,1.42E-13,2.01E-11
1094851,2.06E-02,0,-0.91606,7.40E-13,1.02E-13,1.94E-11
1094849,1.52E-02,0,-0.91418,5.33E-13,8.23E-14,1.93E-11
1094846,1.58E-02,0,-0.91894,5.64E-13,8.52E-14,1.96E-11
1094848,1.05E-02,0,-0.9122,3.66E-13,9.24E-14,1.92E-11
1094844,5.21E-03,0,-0.91516,2.28E-13,9.61E-14,1.93E-11
1094852,5.31E-03,0,-0.9103,2.38E-13,1.23E-13,1.90E-11
436695,0,0,-0.91811,1.22E-13,1.47E-13,1.95E-11
1100488,2.59E-02,0,-0.9131,9.05E-13,1.09E-13,1.92E-11
1100495,5.31E-03,0,-0.90545,2.20E-13,1.09E-13,1.87E-11
1099832,0,0,-0.90841,8.15E-14,1.13E-13,1.88E-11
436681,0,0,-0.85989,9.83E-14,9.58E-14,1.60E-11
1096975,0,0,-0.86959,8.48E-14,8.59E-14,1.65E-11
