Node Number,X Location (m),Y Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
1083044,0.20306,0,-1.9431,-2.44E-11,-4.98E-13,9.87E-11
1083117,0.22249,0,-1.9152,-2.74E-11,-4.02E-13,1.07E-10
1083114,0.22234,0,-1.9218,-2.75E-11,-4.90E-13,1.05E-10
1083145,0.24413,0,-1.8944,-3.03E-11,-5.61E-13,1.14E-10
1083220,0.29304,0,-1.6616,7.78E-12,9.18E-14,1.68E-10
1083219,0.291,0,-1.6533,9.92E-12,8.46E-14,1.67E-10
609068,0.29216,0,-1.6448,1.29E-11,1.80E-13,1.66E-10
1086581,0.2778,0,-1.653,8.87E-12,8.68E-14,1.63E-10
1083250,0.28247,0,-1.6534,9.10E-12,1.13E-13,1.64E-10
1086608,0.27176,0,-1.6386,1.25E-11,1.32E-13,1.60E-10
1083293,0.19523,0,-1.5065,2.16E-11,3.37E-13,1.20E-10
1083322,0.30519,0,-1.6761,2.65E-12,6.27E-14,1.74E-10
1086951,0.30473,0,-1.7339,-1.64E-11,-1.10E-13,1.69E-10
1083498,0.25941,0,-1.5727,2.44E-11,2.46E-13,1.43E-10
1083518,0.25782,0,-1.5799,2.29E-11,3.42E-13,1.45E-10
1083496,0.26341,0,-1.5733,2.48E-11,3.59E-13,1.45E-10
1083499,0.25756,0,-1.5684,2.50E-11,2.82E-13,1.42E-10
1083501,0.25304,0,-1.5553,2.57E-11,3.96E-13,1.38E-10
1083654,8.41E-02,0,-1.4238,9.49E-12,3.99E-13,9.77E-11
1085403,0.12856,0,-1.9941,-1.46E-11,-3.31E-13,8.71E-11
1085406,0.14135,0,-1.9866,-1.64E-11,-3.83E-13,8.81E-11
1125838,0.11805,0,-1.9538,-1.37E-11,-3.47E-13,9.54E-11
1085495,0.12926,0,-1.9607,-1.48E-11,-3.07E-13,9.45E-11
1085503,0.12821,0,-1.955,-1.48E-11,-2.26E-13,9.57E-11
1085491,0.12348,0,-1.9574,-1.42E-11,-3.11E-13,9.49E-11
1085509,0.14054,0,-1.9616,-1.61E-11,-2.27E-13,9.46E-11
1085519,0.14157,0,-1.9674,-1.63E-11,-3.09E-13,9.30E-11
1085498,0.13502,0,-1.9641,-1.55E-11,-3.04E-13,9.37E-11
1085508,0.13817,0,-1.9557,-1.59E-11,-2.33E-13,9.60E-11
1085529,0.13668,0,-1.95,-1.57E-11,-2.62E-13,9.68E-11
1085504,0.13249,0,-1.9526,-1.52E-11,-2.51E-13,9.62E-11
1086470,0.26687,0,-1.7376,-1.39E-11,-1.33E-13,1.58E-10
1086476,0.27158,0,-1.7409,-1.50E-11,-1.33E-13,1.58E-10
1086484,0.26597,0,-1.7429,-1.52E-11,-1.27E-13,1.57E-10
1086481,0.27843,0,-1.7331,-1.34E-11,-1.38E-13,1.61E-10
1086475,0.27758,0,-1.7389,-1.52E-11,-1.27E-13,1.60E-10
1086488,0.28353,0,-1.7363,-1.48E-11,-1.25E-13,1.62E-10
1086471,0.26714,0,-1.7327,-1.27E-11,-1.39E-13,1.59E-10
1086491,0.26738,0,-1.7272,-1.11E-11,-1.42E-13,1.60E-10
1086480,0.27271,0,-1.7301,-1.22E-11,-1.43E-13,1.60E-10
429402,0.26154,0,-1.7347,-1.28E-11,-1.33E-13,1.58E-10
1129327,0.26081,0,-1.7445,-1.52E-11,-1.53E-13,1.56E-10
1129332,0.26191,0,-1.7249,-1.03E-11,-1.21E-13,1.59E-10
1086586,0.27275,0,-1.6498,9.43E-12,7.77E-14,1.62E-10
1086583,0.27436,0,-1.6533,8.71E-12,6.95E-14,1.62E-10
1086593,0.27038,0,-1.6541,8.25E-12,7.90E-14,1.61E-10
1086607,0.26929,0,-1.6428,1.12E-11,1.18E-13,1.60E-10
1086588,0.27082,0,-1.6466,1.02E-11,1.16E-13,1.61E-10
1086599,0.26723,0,-1.6469,9.90E-12,8.92E-14,1.60E-10
1086598,0.26483,0,-1.6517,8.57E-12,1.01E-13,1.60E-10
1086595,0.26624,0,-1.6552,7.70E-12,9.66E-14,1.61E-10
1086611,0.2623,0,-1.6562,7.30E-12,1.11E-13,1.60E-10
1086938,0.14309,0,-1.4588,1.59E-11,2.83E-13,1.06E-10
1087362,0.10615,0,-1.9774,-1.20E-11,-4.36E-13,9.04E-11
1087358,0.11141,0,-1.9813,-1.26E-11,-4.28E-13,8.96E-11
1087366,0.11105,0,-1.9754,-1.26E-11,-3.93E-13,9.08E-11
1087363,0.10105,0,-1.9734,-1.14E-11,-4.50E-13,9.12E-11
1087386,9.60E-02,0,-1.9696,-1.09E-11,-4.89E-13,9.18E-11
1087379,0.10075,0,-1.9677,-1.15E-11,-4.40E-13,9.22E-11
1087380,0.10528,0,-1.9659,-1.20E-11,-4.49E-13,9.25E-11
1087369,0.11048,0,-1.9696,-1.26E-11,-3.78E-13,9.20E-11
1087389,0.10997,0,-1.9638,-1.26E-11,-4.27E-13,9.30E-11
1087465,4.26E-02,0,-1.9864,-4.79E-12,-2.15E-13,8.83E-11
1087464,3.84E-02,0,-1.9832,-4.37E-12,-2.42E-13,8.89E-11
1087469,4.32E-02,0,-1.9823,-4.90E-12,-2.46E-13,8.91E-11
1087483,5.11E-02,0,-1.9938,-5.65E-12,-2.17E-13,8.68E-11
1087467,4.69E-02,0,-1.9903,-5.22E-12,-2.15E-13,8.76E-11
1087474,5.16E-02,0,-1.989,-5.74E-12,-2.21E-13,8.78E-11
1087473,5.25E-02,0,-1.985,-5.87E-12,-2.30E-13,8.87E-11
1087470,4.81E-02,0,-1.9815,-5.45E-12,-2.69E-13,8.93E-11
1087487,5.31E-02,0,-1.981,-6.01E-12,-2.80E-13,8.94E-11
1126878,3.42E-02,0,-1.9797,-3.85E-12,-3.06E-13,8.94E-11
1087943,3.35E-02,0,-1.9838,-3.74E-12,-2.75E-13,8.86E-11
429525,4.21E-02,0,-1.9911,-4.69E-12,-2.11E-13,8.74E-11
429512,4.39E-02,0,-1.9783,-5.04E-12,-2.96E-13,8.98E-11
1087935,4.99E-02,0,-1.998,-5.46E-12,-2.60E-13,8.60E-11
1126912,5.35E-02,0,-1.9764,-6.11E-12,-3.53E-13,9.01E-11
1087921,3.88E-02,0,-2.0053,-4.33E-12,-2.21E-13,8.47E-11
1087915,3.38E-02,0,-2.0032,-3.75E-12,-2.52E-13,8.50E-11
1087931,3.47E-02,0,-2.0083,-3.81E-12,-2.58E-13,8.41E-11
1087926,4.22E-02,0,-1.9976,-4.70E-12,-2.13E-13,8.62E-11
1087936,4.64E-02,0,-1.9994,-5.09E-12,-1.51E-13,8.58E-11
1087920,4.22E-02,0,-2.0019,-4.66E-12,-1.53E-13,8.53E-11
1087925,3.78E-02,0,-1.9937,-4.26E-12,-2.13E-13,8.69E-11
1087916,3.37E-02,0,-1.9967,-3.72E-12,-2.67E-13,8.63E-11
1087942,3.36E-02,0,-1.9903,-3.72E-12,-2.65E-13,8.75E-11
605788,0.1728,0,-1.9919,-2.00E-11,-6.68E-13,8.67E-11
612838,0.18591,0,-1.9894,-2.18E-11,-6.97E-13,8.71E-11
605790,0.18152,0,-2.0003,-2.09E-11,-5.98E-13,8.38E-11
610083,8.19E-02,0,-1.3782,9.33E-12,9.03E-13,8.67E-11
607834,0.27246,0,-1.9059,-3.64E-11,-1.31E-12,1.10E-10
611531,0.26552,0,-1.9221,-3.54E-11,-1.16E-12,1.05E-10
605604,0.32384,0,-1.5978,3.18E-11,7.69E-13,1.65E-10
610132,0.33984,0,-1.6126,3.12E-11,8.85E-13,1.74E-10
605765,0.33295,0,-1.7337,-2.00E-11,-6.18E-13,1.78E-10
607190,5.65E-02,0,-0.70294,9.47E-13,1.29E-13,8.74E-12
608249,5.21E-02,0,-0.72186,9.47E-13,1.21E-13,9.36E-12
611108,0.33082,0,-1.8227,-4.52E-11,-1.12E-12,1.47E-10
613067,5.46E-02,0,-1.3567,6.05E-12,8.53E-13,8.28E-11
613116,5.90E-02,0,-1.3758,6.60E-12,9.30E-13,8.60E-11
608098,0.3324,0,-1.8383,-4.76E-11,-1.03E-12,1.40E-10
608251,4.21E-02,0,-0.69743,6.72E-13,1.38E-13,8.66E-12
605766,0.3292,0,-1.7678,-3.16E-11,-9.25E-13,1.68E-10
609066,0.31192,0,-1.6279,2.08E-11,4.85E-13,1.70E-10
605987,0.34215,0,-1.6438,1.86E-11,5.98E-13,1.84E-10
605992,0.32664,0,-1.6348,1.91E-11,6.52E-13,1.76E-10
607335,0.34107,0,-1.6251,2.56E-11,6.75E-13,1.80E-10
605453,0.14416,0,-1.3952,1.67E-11,1.17E-12,9.09E-11
611360,0.30865,0,-1.833,-3.92E-11,-9.77E-13,1.40E-10
605661,0.23141,0,-1.4854,2.81E-11,9.14E-13,1.15E-10
606139,0.10603,0,-2.0298,-1.18E-11,-9.33E-13,7.93E-11
606889,0.12164,0,-2.0398,-1.30E-11,-9.87E-13,7.62E-11
606134,0.10566,0,-2.0458,-1.12E-11,-9.79E-13,7.53E-11
613092,0.2088,0,-1.9968,-2.44E-11,-8.22E-13,8.42E-11
607900,0.20012,0,-1.9851,-2.37E-11,-6.11E-13,8.76E-11
607899,0.21429,0,-1.9841,-2.55E-11,-8.06E-13,8.77E-11
610498,0.34135,0,-1.7824,-4.14E-11,-1.06E-12,1.67E-10
605991,0.34599,0,-1.661,1.08E-11,4.17E-13,1.90E-10
605954,0.20454,0,-1.4461,2.45E-11,1.08E-12,1.04E-10
608261,0.27009,0,-1.5079,3.43E-11,1.32E-12,1.24E-10
429784,2.36E-02,0,-0.69034,4.35E-13,1.32E-13,8.52E-12
610082,8.74E-02,0,-1.3887,9.77E-12,8.70E-13,8.98E-11
611769,7.41E-02,0,-1.3918,8.27E-12,8.71E-13,8.99E-11
606881,9.27E-02,0,-1.4062,1.04E-11,8.63E-13,9.37E-11
605953,0.17425,0,-1.4211,2.05E-11,1.27E-12,9.72E-11
606880,0.12024,0,-1.4205,1.35E-11,7.86E-13,9.70E-11
607889,0.17724,0,-1.4612,2.03E-11,9.06E-13,1.08E-10
605956,0.19082,0,-1.454,2.23E-11,1.11E-12,1.06E-10
605952,0.17637,0,-1.4419,2.06E-11,9.88E-13,1.02E-10
607751,0.29457,0,-1.602,2.49E-11,6.74E-13,1.58E-10
607748,0.31367,0,-1.6036,2.78E-11,7.29E-13,1.64E-10
610133,0.30647,0,-1.6145,2.32E-11,6.73E-13,1.65E-10
606425,0.28721,0,-1.5361,3.52E-11,1.11E-12,1.36E-10
606423,0.27713,0,-1.5244,3.36E-11,1.27E-12,1.30E-10
608259,0.29124,0,-1.5138,3.85E-11,1.19E-12,1.29E-10
611330,0.20478,0,-1.4817,2.38E-11,9.22E-13,1.14E-10
605451,0.11785,0,-1.3966,1.36E-11,9.41E-13,9.10E-11
605456,0.13215,0,-1.4069,1.50E-11,8.40E-13,9.37E-11
606428,0.26606,0,-1.5301,3.11E-11,1.25E-12,1.31E-10
612581,0.28307,0,-1.5985,2.28E-11,6.41E-13,1.55E-10
607750,0.29026,0,-1.5875,2.73E-11,6.97E-13,1.54E-10
610016,0.35994,0,-1.6823,1.17E-12,4.29E-14,1.97E-10
607637,0.34263,0,-1.6913,-3.86E-12,-1.43E-13,1.89E-10
607634,0.34695,0,-1.6773,4.48E-12,7.41E-14,1.91E-10
609893,0.346,0,-1.7197,-1.80E-11,-3.79E-13,1.87E-10
605763,0.34745,0,-1.7375,-2.47E-11,-5.10E-13,1.84E-10
606459,0.30311,0,-1.7986,-3.29E-11,-5.19E-13,1.51E-10
606457,0.31601,0,-1.7968,-3.64E-11,-8.32E-13,1.54E-10
612274,0.31111,0,-1.7861,-3.30E-11,-7.88E-13,1.57E-10
607117,0.2804,0,-1.895,-3.81E-11,-1.12E-12,1.14E-10
609484,0.31396,0,-1.7756,-3.11E-11,-6.94E-13,1.61E-10
605762,0.31915,0,-1.7592,-2.62E-11,-5.18E-13,1.68E-10
605474,0.30709,0,-1.8895,-4.42E-11,-1.03E-12,1.18E-10
605877,0.23827,0,-1.95,-2.93E-11,-1.18E-12,9.70E-11
605876,0.24363,0,-1.9648,-3.04E-11,-1.13E-12,9.23E-11
611583,0.23223,0,-1.9614,-2.86E-11,-9.81E-13,9.34E-11
607896,0.2216,0,-1.9743,-2.73E-11,-7.63E-13,8.99E-11
611584,0.23028,0,-1.986,-2.80E-11,-9.74E-13,8.65E-11
611107,0.33225,0,-1.798,-4.19E-11,-1.17E-12,1.57E-10
605875,0.25027,0,-1.9387,-3.18E-11,-1.17E-12,1.00E-10
605874,0.26567,0,-1.9517,-3.44E-11,-1.25E-12,9.55E-11
605873,0.25867,0,-1.9672,-3.27E-11,-1.23E-12,9.15E-11
607119,0.28811,0,-1.9093,-4.01E-11,-1.10E-12,1.09E-10
605476,0.30348,0,-1.8735,-4.29E-11,-1.11E-12,1.24E-10
608591,0.17373,0,-2.0349,-1.91E-11,-3.70E-13,7.58E-11
612836,0.17737,0,-2.0228,-1.98E-11,-3.53E-13,7.85E-11
607879,0.1489,0,-2.0295,-1.62E-11,-8.19E-13,7.80E-11
607880,0.15701,0,-2.0202,-1.75E-11,-3.69E-13,7.97E-11
611342,0.15881,0,-2.0346,-1.72E-11,-4.50E-13,7.63E-11
606890,0.13598,0,-2.0498,-1.41E-11,-9.66E-13,7.34E-11
611212,0.13635,0,-2.0339,-1.47E-11,-9.20E-13,7.74E-11
607626,5.97E-02,0,-2.046,-6.15E-12,-8.72E-13,7.59E-11
610592,4.57E-02,0,-2.0692,-4.72E-12,-8.93E-13,7.11E-11
610376,0.20181,0,-2.0058,-2.35E-11,-3.63E-13,8.22E-11
612978,0.19123,0,-2.009,-2.19E-11,-6.66E-13,8.16E-11
608250,3.97E-02,0,-0.72657,7.20E-13,1.50E-13,9.60E-12
609231,0.20541,0,-1.4654,2.42E-11,9.93E-13,1.09E-10
607885,0.16068,0,-1.4283,1.85E-11,1.07E-12,9.91E-11
608079,3.81E-02,0,-1.3364,3.79E-12,7.06E-13,7.79E-11
608081,3.44E-02,0,-1.3249,3.32E-12,7.17E-13,7.51E-11
610089,2.55E-02,0,-1.3394,2.48E-12,6.74E-13,7.87E-11
605659,0.23204,0,-1.469,2.85E-11,9.85E-13,1.11E-10
609232,0.21849,0,-1.4738,2.61E-11,8.88E-13,1.12E-10
605660,0.25199,0,-1.4971,3.12E-11,1.16E-12,1.20E-10
605657,0.24151,0,-1.4991,2.87E-11,8.66E-13,1.20E-10
606426,0.28406,0,-1.5547,3.18E-11,9.75E-13,1.42E-10
610953,0.34357,0,-1.7061,-1.02E-11,-3.31E-13,1.88E-10
609895,0.35806,0,-1.7099,-1.49E-11,-2.22E-13,1.95E-10
610265,0.30913,0,-1.5545,3.76E-11,9.59E-13,1.46E-10
607116,0.29244,0,-1.8824,-4.05E-11,-9.81E-13,1.20E-10
607642,0.27679,0,-1.879,-3.68E-11,-1.19E-12,1.21E-10
605767,0.35002,0,-1.7512,-3.12E-11,-7.79E-13,1.81E-10
611242,0.29818,0,-1.5442,3.67E-11,8.95E-13,1.41E-10
605764,0.34654,0,-1.766,-3.66E-11,-8.82E-13,1.74E-10
606136,9.20E-02,0,-2.0555,-9.71E-12,-1.03E-12,7.37E-11
606138,7.55E-02,0,-2.0479,-8.04E-12,-9.18E-13,7.55E-11
606135,7.42E-02,0,-2.0338,-8.09E-12,-8.79E-13,7.87E-11
607644,0.29249,0,-1.8493,-3.73E-11,-9.99E-13,1.33E-10
612922,0.26219,0,-1.4927,3.33E-11,1.11E-12,1.19E-10
611349,0.28689,0,-1.5734,2.92E-11,7.11E-13,1.48E-10
607749,0.2984,0,-1.5769,3.14E-11,7.44E-13,1.52E-10
429251,1.29E-02,0,-1.3766,1.99E-12,9.03E-13,8.72E-11
609221,0.14655,0,-1.4191,1.67E-11,1.02E-12,9.69E-11
609533,4.53E-02,0,-2.052,-4.69E-12,-7.85E-13,7.47E-11
429547,1.52E-02,0,-2.0732,-2.14E-12,-9.01E-13,7.04E-11
610002,7.74E-02,0,-2.0676,-7.76E-12,-1.03E-12,7.09E-11
429539,1.49E-02,0,-2.0416,-1.96E-12,-7.20E-13,7.75E-11
429535,0,0,-2.0537,-7.76E-13,-8.54E-13,7.48E-11
429546,1.49E-02,0,-2.0559,-2.11E-12,-7.94E-13,7.40E-11
609535,3.01E-02,0,-2.0611,-3.33E-12,-7.67E-13,7.31E-11
605789,0.17811,0,-2.0115,-2.02E-11,-6.38E-13,8.13E-11
607231,6.24E-02,0,-2.0774,-6.15E-12,-8.48E-13,6.90E-11
607878,0.13455,0,-2.0195,-1.51E-11,-8.39E-13,8.08E-11
429783,1.56E-02,0,-0.6809,2.89E-13,1.07E-13,8.26E-12
609684,0.26628,0,-1.9371,-3.51E-11,-1.10E-12,9.99E-11
606454,0.32425,0,-1.8105,-4.18E-11,-8.98E-13,1.50E-10
606456,0.30208,0,-1.8208,-3.59E-11,-7.54E-13,1.43E-10
606458,0.31458,0,-1.8215,-3.97E-11,-7.87E-13,1.45E-10
607646,0.30862,0,-1.862,-4.31E-11,-8.85E-13,1.29E-10
612468,0.32478,0,-1.8457,-4.50E-11,-8.63E-13,1.36E-10
605602,0.31194,0,-1.5853,3.34E-11,7.70E-13,1.59E-10
606976,3.81E-02,0,-1.4043,4.21E-12,5.92E-13,9.43E-11
611421,2.55E-02,0,-1.3969,2.92E-12,6.61E-13,9.20E-11
606974,3.83E-02,0,-1.3906,4.25E-12,8.09E-13,9.11E-11
429256,1.29E-02,0,-1.3912,1.95E-12,7.38E-13,9.10E-11
606879,0.10058,0,-1.3926,1.15E-11,8.95E-13,9.05E-11
610091,3.92E-02,0,-1.3606,4.16E-12,8.10E-13,8.33E-11
429257,1.26E-02,0,-1.405,1.92E-12,5.21E-13,9.42E-11
608245,0.22796,0,-1.5039,2.62E-11,7.68E-13,1.21E-10
429247,0,0,-1.3847,9.87E-13,7.64E-13,8.93E-11
608083,5.35E-02,0,-1.3325,5.68E-12,7.49E-13,7.73E-11
429244,1.46E-02,0,-1.3458,1.88E-12,7.64E-13,8.04E-11
429245,1.09E-02,0,-1.3342,1.41E-12,7.74E-13,7.76E-11
606977,5.01E-02,0,-1.3841,5.46E-12,8.48E-13,8.93E-11
606978,5.98E-02,0,-1.3896,6.68E-12,8.22E-13,9.00E-11
429241,0,0,-1.3553,9.13E-13,8.96E-13,8.24E-11
429250,1.46E-02,0,-1.3605,1.99E-12,7.96E-13,8.35E-11
605606,0.30857,0,-1.5712,3.54E-11,7.84E-13,1.53E-10
429201,9.45E-02,0,-1.2954,9.68E-12,8.73E-13,7.00E-11
429189,0.10208,0,-1.282,1.03E-11,8.10E-13,6.78E-11
429198,7.29E-02,0,-1.282,6.86E-12,9.22E-13,6.83E-11
610088,2.75E-02,0,-1.3671,2.96E-12,7.71E-13,8.52E-11
606975,6.52E-02,0,-1.4001,7.13E-12,7.89E-13,9.31E-11
611422,3.75E-02,0,-1.3767,4.16E-12,9.17E-13,8.70E-11
608080,6.06E-02,0,-1.3186,6.19E-12,7.74E-13,7.39E-11
611671,6.71E-02,0,-1.3292,7.25E-12,7.74E-13,7.69E-11
429202,8.09E-02,0,-1.2987,8.14E-12,7.86E-13,7.08E-11
429211,6.63E-02,0,-1.2987,6.48E-12,9.35E-13,7.11E-11
610090,4.46E-02,0,-1.347,4.85E-12,7.07E-13,8.09E-11
428691,6.28E-02,0,-0.74392,1.24E-12,1.46E-13,1.01E-11
428688,7.29E-02,0,-0.758,1.48E-12,1.95E-13,1.04E-11
428701,7.74E-02,0,-0.74392,1.47E-12,1.62E-13,9.94E-12
429773,0,0,-0.68512,1.37E-13,1.35E-13,8.36E-12
1154610,0.30499,0,-1.8501,-4.12E-11,-1.03E-12,1.34E-10
1127828,4.90E-03,0,-1.9819,-8.83E-13,-4.61E-13,8.88E-11
1083221,0.28505,0,-1.6557,8.65E-12,4.66E-14,1.65E-10
429383,0.26786,0,-1.6586,6.98E-12,8.84E-14,1.61E-10
1086582,0.27544,0,-1.6573,7.69E-12,8.82E-14,1.63E-10
608949,0.29582,0,-1.6855,-7.67E-13,2.27E-13,1.70E-10
429482,0.12671,0,-1.9493,-1.46E-11,-2.55E-13,9.65E-11
1157484,3.91E-03,0,-1.9856,-7.24E-13,-3.92E-13,8.82E-11
1157485,4.89E-03,0,-1.9961,-6.43E-13,-2.41E-13,8.64E-11
1157486,1.47E-02,0,-1.9861,-1.72E-12,-4.26E-13,8.84E-11
1157495,0.25944,0,-1.6647,5.04E-12,7.05E-14,1.60E-10
1157496,0.26221,0,-1.6751,2.63E-12,1.41E-14,1.61E-10
1157498,0.26868,0,-1.6634,5.84E-12,5.53E-14,1.62E-10
1081947,0.27282,0,-1.6624,6.39E-12,3.78E-14,1.63E-10
609518,5.92E-02,0,-1.4325,6.44E-12,2.74E-13,9.93E-11
429239,1.22E-02,0,-1.3079,1.15E-12,2.11E-13,7.22E-11
1080142,0.23165,0,-1.8653,-2.71E-11,-3.06E-13,1.22E-10
1080137,0.22976,0,-1.8698,-2.71E-11,-3.20E-13,1.20E-10
1080148,0.22797,0,-1.865,-2.65E-11,-3.44E-13,1.22E-10
611116,0.29195,0,-1.7932,-2.92E-11,-4.89E-13,1.51E-10
612351,0.29233,0,-1.7857,-2.80E-11,-4.71E-13,1.53E-10
1079981,0.28608,0,-1.791,-2.76E-11,-4.85E-13,1.50E-10
611115,0.27833,0,-1.789,-2.64E-11,-2.92E-13,1.49E-10
429340,0.21364,0,-1.5684,1.93E-11,2.22E-13,1.36E-10
429238,1.46E-02,0,-1.3223,1.45E-12,5.57E-13,7.50E-11
1073194,2.80E-02,0,-0.74922,4.94E-13,5.55E-14,1.04E-11
1157777,3.25E-02,0,-0.74297,5.61E-13,1.18E-13,1.03E-11
428682,3.80E-02,0,-0.7455,7.09E-13,1.09E-13,1.03E-11
1073098,1.83E-02,0,-0.7395,3.15E-13,6.97E-14,1.02E-11
429790,2.83E-02,0,-0.73578,5.29E-13,1.24E-13,1.00E-11
1157839,2.56E-02,0,-0.7231,4.73E-13,1.02E-13,9.51E-12
608082,3.89E-02,0,-1.3179,3.76E-12,5.47E-13,7.37E-11
1157843,4.20E-02,0,-1.3104,4.18E-12,4.86E-13,7.22E-11
429210,5.27E-02,0,-1.302,4.91E-12,9.10E-13,7.14E-11
429212,4.77E-02,0,-1.2904,4.46E-12,6.47E-13,6.93E-11
1077798,1.37E-02,0,-1.425,1.48E-12,2.79E-13,9.78E-11
1072820,1.33E-02,0,-1.4315,1.39E-12,1.81E-13,9.91E-11
1072278,8.46E-02,0,-1.4131,9.44E-12,5.82E-13,9.55E-11
1077915,3.80E-02,0,-1.2904,3.60E-12,3.23E-13,6.88E-11
1072815,3.27E-02,0,-1.2939,3.25E-12,1.75E-13,6.93E-11
1157891,7.18E-02,0,-1.4109,8.03E-12,5.95E-13,9.48E-11
606972,5.75E-02,0,-1.4088,6.45E-12,5.46E-13,9.50E-11
1157892,0.12153,0,-1.4328,1.36E-11,4.68E-13,9.99E-11
606973,4.72E-02,0,-1.4082,5.26E-12,3.93E-13,9.50E-11
1078133,5.39E-02,0,-1.419,6.16E-12,1.99E-13,9.67E-11
429261,1.68E-02,0,-1.4153,1.88E-12,4.20E-13,9.60E-11
1157906,0.26287,0,-1.5412,2.92E-11,7.25E-13,1.34E-10
607643,0.28206,0,-1.8562,-3.66E-11,-7.51E-13,1.29E-10
1157938,0.28572,0,-1.8391,-3.47E-11,-6.96E-13,1.35E-10
1080552,0.23567,0,-1.9092,-2.95E-11,-4.70E-13,1.09E-10
1157953,0.22876,0,-1.9082,-2.83E-11,-4.70E-13,1.09E-10
1080554,0.22494,0,-1.9115,-2.78E-11,-4.76E-13,1.08E-10
1080557,0.16359,0,-1.9738,-1.95E-11,-1.97E-13,9.16E-11
610355,0.16742,0,-1.9801,-1.98E-11,-5.63E-13,9.00E-11
1157956,6.90E-02,0,-2.0078,-7.61E-12,-3.53E-13,8.40E-11
1072607,2.34E-02,0,-2.0351,-2.59E-12,-3.41E-13,7.87E-11
609534,2.93E-02,0,-2.0358,-3.24E-12,-3.56E-13,7.86E-11
1157980,3.48E-02,0,-2.0329,-3.80E-12,-4.64E-13,7.89E-11
607627,4.91E-02,0,-2.0269,-5.26E-12,-5.51E-13,8.01E-11
609051,0.11832,0,-2.0143,-1.34E-11,-7.39E-13,8.25E-11
1157985,0.12547,0,-2.0129,-1.42E-11,-6.24E-13,8.30E-11
1072855,0.19452,0,-1.487,2.21E-11,6.95E-13,1.15E-10
1157992,2.63E-02,0,-1.3209,2.45E-12,5.15E-13,7.45E-11
612207,2.12E-02,0,-1.3211,2.03E-12,3.64E-13,7.45E-11
1157996,0.17734,0,-1.4722,2.02E-11,7.90E-13,1.11E-10
607886,0.16289,0,-1.4602,1.85E-11,6.68E-13,1.07E-10
611030,0.27316,0,-1.5923,2.30E-11,4.95E-13,1.51E-10
608523,0.30207,0,-1.7586,-2.35E-11,-2.66E-13,1.62E-10
1158015,8.23E-02,0,-2.0247,-9.09E-12,-6.55E-13,8.05E-11
1072503,0.16827,0,-1.9839,-1.96E-11,-4.21E-13,8.90E-11
605786,0.16387,0,-1.9948,-1.87E-11,-3.22E-13,8.57E-11
1158022,0.30675,0,-1.7571,-2.35E-11,-5.40E-13,1.64E-10
607645,0.27559,0,-1.8643,-3.56E-11,-6.71E-13,1.26E-10
1080470,0.26881,0,-1.8541,-3.29E-11,-3.67E-13,1.28E-10
606427,0.26516,0,-1.549,2.85E-11,9.11E-13,1.37E-10
1158048,9.53E-02,0,-2.023,-1.06E-11,-5.93E-13,8.09E-11
605761,0.322,0,-1.7494,-2.40E-11,-7.70E-13,1.71E-10
1083321,0.30947,0,-1.6807,9.00E-13,6.02E-14,1.75E-10
1072330,0.30215,0,-1.6849,-8.54E-13,1.36E-13,1.73E-10
608524,0.32217,0,-1.7227,-1.46E-11,-1.83E-13,1.76E-10
1158076,0.27188,0,-1.5751,2.57E-11,4.64E-13,1.46E-10
609830,0.27029,0,-1.5822,2.42E-11,5.60E-13,1.48E-10
1083497,0.26112,0,-1.5588,2.65E-11,4.47E-13,1.40E-10
1072295,0.25692,0,-1.5626,2.54E-11,2.12E-13,1.41E-10
606424,0.26904,0,-1.5564,2.83E-11,7.28E-13,1.40E-10
609519,7.89E-02,0,-1.413,8.77E-12,6.55E-13,9.51E-11
1158199,0.14963,0,-1.4511,1.67E-11,5.62E-13,1.05E-10
607888,0.15625,0,-1.4569,1.77E-11,5.05E-13,1.06E-10
1158200,0.32362,0,-1.7405,-2.13E-11,-3.14E-13,1.73E-10
1158961,0.12787,0,-1.4533,1.42E-11,3.36E-13,1.05E-10
1158974,0.17944,0,-1.4942,1.97E-11,3.52E-13,1.16E-10
1158977,0.26952,0,-1.6217,1.62E-11,1.84E-13,1.57E-10
1158982,0.28263,0,-1.7915,-2.73E-11,-3.95E-13,1.49E-10
1158995,0.28999,0,-1.6591,8.22E-12,1.10E-14,1.67E-10
609485,0.29587,0,-1.7695,-2.52E-11,-2.93E-13,1.58E-10
1160019,0.29486,0,-1.7654,-2.39E-11,-2.33E-13,1.59E-10
429262,9.66E-03,0,-1.4357,9.78E-13,2.33E-13,9.97E-11
1160082,1.09E-02,0,-1.3245,1.14E-12,5.14E-13,7.56E-11
429235,0,0,-1.3309,5.42E-13,6.04E-13,7.73E-11
1160084,5.88E-02,0,-1.4252,6.59E-12,2.86E-13,9.78E-11
1080022,0.28843,0,-1.8006,-3.00E-11,-3.29E-13,1.48E-10
1157935,0.29468,0,-1.7953,-3.04E-11,-3.15E-13,1.50E-10
610009,0.11132,0,-2.0171,-1.24E-11,-6.02E-13,8.19E-11
1080901,0.10763,0,-2.0075,-1.21E-11,-3.99E-13,8.41E-11
